10,836133,19314,1206,0
24,59384,209,12,19
26,74896,2606,93,240
26,384624,21301,353,1559
26,79826,3740,52,375
15,189372,7070,112,288
24,319276,4939,3627,0
26,185604,8689,202,492
24,538884,4610,1276,3651
24,659862,43887,593,342
26,338544,16458,217,2527
10,445180,5189,313,502
24,288843,8899,55,544
20,900916,75199,254,7395
25,60191,972,76,312
26,149811,5737,87,1439
10,291531,7401,251,585
17,87063,2203,18,351
24,1055582,39081,842,4809
24,803941,27542,553,2512
2,85630,521,35,99
10,1868689,31842,1395,2798
17,56949,1129,19,111
20,467118,1474,385,310
25,828608,2935,599,2113
17,181598,3370,41,199
28,364765,9537,1270,1629
10,64273,3756,32,843
17,1368378,38304,581,2762
22,62161,1709,20,125
20,181645,2399,374,1300
22,129516,5166,221,339
28,503997,15015,1147,1319
26,118932,5296,51,255
10,854299,26749,548,2233
10,105687,4819,35,354
20,2214471,85209,4165,18085
26,4690194,505334,13072,83992
10,10139,113,0,18
10,81262,6822,120,431
1,1997363,69424,5278,16930
26,70042,5632,33,307
26,104581,3763,106,254
1,54723,2317,51,197
10,255648,5970,112,178
22,17521230,437405,25272,72329
26,167243,8387,147,453
1,126475,937,40,46
10,311056,4939,318,471
10,740296,16644,789,1424
24,149777,6768,92,793
10,278555,12005,165,330
23,1796205,26393,464,2278
24,5457215,349832,17471,52478
28,1109739,11238,1809,3626
28,7920718,81587,14433,1460
23,2083895,128378,1136,8733
26,193416,7410,212,472
15,1398012,35862,619,6241
28,3654631,30830,6099,16709
10,1568532,174682,2162,19186
26,153181,9241,134,907
23,504620,29196,457,2233
1,1341911,33110,1035,4709
24,197058,14771,224,1257
25,380211,11550,1284,1778
1,27927,169,3,85
22,1637505,76339,936,6052
24,743189,28799,609,1980
1,1805172,72614,1714,4056
1,1461311,35310,1062,6077
24,1152533,25561,1142,4237
10,1668188,88156,5892,7369
10,1091878,49488,537,3881
1,558740,4842,259,1083
17,11475270,398493,8158,24861
26,585991,26814,778,2165
20,257201,10096,227,1362
22,81675,3085,42,308
26,46864,1893,47,159
24,482329,11797,178,575
23,705475,34493,549,3180
17,9749,153,4,10
27,772128,21776,813,2839
22,8940,72,10,49
10,482637,28975,336,2423
24,57168,1305,17,176
10,111776,4848,68,311
28,292538,16890,322,1834
17,746904,12073,755,1562
10,304490,10867,171,385
24,207071,2021,1977,0
24,87061,220,43,115
26,579530,17842,277,1852
17,214481,12908,125,937
10,1247121,68785,1092,4582
27,205103,10944,471,1206
17,86229,1870,97,759
24,53745,483,57,206
24,413020,18223,404,1671
10,743630,48909,471,3746
22,209260,6056,420,573
24,393968,10053,596,1191
26,115702,4367,111,479
26,2511096,90132,1319,7936
26,429138,18013,343,3900
1,947706,25968,741,1139
24,1759154,54336,8854,37011
25,187511,4086,842,3372
24,1180879,47863,1640,4295
1,250268,11351,457,1270
24,4959620,18534,2722,2450
22,162622,9173,94,951
26,496246,25067,236,3634
23,410405,14670,344,1407
22,4830992,107671,2276,11743
26,62029,1985,76,216
24,792162,3186,2354,929
20,481646,26919,8151,13162
22,41152,2278,44,470
17,71912,2013,17,165
22,892442,27573,554,6161
24,2817039,18480,723,5724
26,55602,2433,84,453
25,141012,498,208,1951
22,85814,5415,68,1723
25,2055,62,24,0
24,169383,2615,73,0
26,376653,21238,220,3538
22,144652,5837,46,455
25,179765,2642,25,466
10,352810,4634,238,331
22,158779,10142,60,1003
1,541685,6617,117,901
27,348472,18536,115,1070
22,352123,6769,81,283
24,372944,15547,646,2081
26,205695,16389,111,2554
17,152653,1454,116,661
1,45841,2548,115,504
24,461896,6740,299,572
26,125476,3931,75,382
20,25787,968,36,294
22,1603599,193810,804,20195
20,91179,3302,153,1285
10,2072539,90345,4722,15645
24,564123,33312,488,4152
22,29598,84,2,8
27,252320,12479,202,1635
26,150257,10184,137,1107
10,264903,11033,304,1231
24,168560,20643,81,2100
10,130228,1083,62,271
26,1681417,85016,1038,7196
26,274309,16266,266,1965
26,63686,2599,58,275
24,1228122,47166,4719,6048
22,89695,509,22,205
26,33577,1850,35,207
26,15300,860,6,52
20,145607,7767,86,766
24,274503,3106,129,613
20,34939,1803,14,318
26,1043993,58481,587,3393
26,197356,6356,142,357
10,54815,4499,129,640
17,46272,210,14,188
20,3635565,156317,6214,6770
17,694324,6563,509,369
24,50742,3328,15,249
24,78823,5922,48,345
17,289823,5729,82,310
27,516399,13503,467,1529
25,1774499,8057,2128,3396
20,230912,3601,89,1320
2,667703,3996,722,280
24,808962,17616,1060,5678
25,78873,807,84,647
10,15076956,485775,6885,20825
17,1622,0,0,0
24,1703223,15421,693,905
26,5292941,187245,17327,19816
17,170284,6342,67,503
1,362037,4853,365,1497
17,1013541,47911,633,2015
17,47999,396,157,150
28,354557,13162,508,1306
24,1361619,20381,1020,3113
24,583429,16338,246,2142
24,246424,4720,68,203
10,84550,2289,17,143
10,30048,1586,50,237
29,114203,270,62,8
24,111620,379,11,62
24,1849540,135168,5430,23408
15,180554,3458,113,459
17,6014,63,8,73
28,396083,12221,463,1772
10,723980,50162,1000,4923
10,38678096,1458937,28784,102238
17,3006,101,2,21
22,426248,17361,345,1613
10,80647,475,23,106
26,414089,20838,521,6595
17,67706,265,18,33
23,628024,49972,2011,4049
17,131734,860,871,536
17,25469,167,17,43
28,1256061,29934,2662,4152
22,472426,19479,394,2327
23,195079,3410,102,355
10,753656,10411,822,1235
1,775743,8659,208,969
22,243245,12305,204,1022
10,4230773,294499,11811,24462
22,4045505,156186,1996,7562
22,958504,17762,3218,0
23,1854629,46052,1412,10828
25,1102459,4117,993,2395
10,1984548,25975,2916,2345
26,111083,3738,109,739
10,3251331,79631,2984,6576
22,69958,1145,15,507
23,2315,14,2,7
1,105701,16596,32,1268
26,303575,16427,156,918
10,212719,19876,58,1732
24,823000,25570,758,2288
26,2473585,177014,1018,6290
24,324360,4975,3652,0
28,637361,20701,1048,2151
17,60016,696,29,147
15,197531,7176,117,291
22,220483,6752,853,1454
10,865377,19381,1208,0
24,671475,44185,596,341
24,60283,217,12,20
26,75664,2619,93,239
2,89514,538,37,103
26,80953,3767,53,376
24,547462,4645,1279,3682
24,337686,10121,65,618
26,188572,8765,204,493
26,342639,16582,218,2550
10,681308,24556,399,1815
10,455309,5288,321,516
26,605425,29993,301,470
10,1976278,32733,1435,2866
20,914602,75684,256,7438
22,72491,1806,26,133
25,60628,976,76,315
26,392014,21510,354,1567
23,3619251,47568,993,4017
23,612932,26114,210,1387
10,754452,74303,947,10379
28,1920241,20272,4006,7615
17,145342,1820,53,273
24,5853747,361416,22019,54666
23,960528,42543,773,3130
23,2587155,144158,1480,9933
15,1936912,42199,835,7351
17,168197,7101,210,241
28,8260919,84514,15178,2049
10,2888266,222480,3287,23533
26,161886,10258,338,1274
26,126204,5106,133,530
28,4257099,33616,6881,18323
1,846828,9316,650,1943
23,317578,2054,227,684
1,43486,397,15,170
10,667161,48052,1015,2956
26,73989,2933,234,617
24,195172,11516,399,1166
10,181052,6496,101,375
26,327108,10093,354,609
10,68893,5739,27,337
22,52740,2604,58,303
26,85461,4119,76,392
25,516978,14114,1718,2228
1,1493954,35531,1135,5316
22,11519,1504,27,282
24,1191937,39376,903,2643
10,982779,43482,616,3084
24,234703,16203,288,1406
24,1703542,31919,1348,5067
1,1546392,36722,1111,6460
10,2452799,104512,7805,7083
1,672570,41032,658,2014
20,443122,13782,439,1673
28,544680,25543,585,3016
22,1754958,79446,1038,6290
1,1985492,78513,1878,3926
23,943549,40803,672,3650
26,61718,2313,74,192
20,128860,5439,95,986
10,231936,21825,456,2173
10,1379048,55263,694,4383
24,69553,1472,19,213
24,117028,743,112,386
26,80713,3874,30,222
24,32362,451,7,38
26,197066,10700,184,1032
22,91778,3364,49,346
26,648233,28645,845,2352
17,12207070,411667,8567,21046
24,567552,12802,193,634
20,184640,5624,208,2395
10,406193,12576,213,471
20,20029,561,15,231
22,14179,139,31,78
27,896104,23663,911,3139
24,139757,299,63,210
17,98028,1993,102,836
1,3165318,10554,446,1616
10,971730,56421,597,4095
26,19416,1343,18,94
27,243032,12388,521,1334
10,1465456,75278,1188,4244
26,650836,19201,309,2088
17,772453,12351,774,1291
24,483559,20263,450,1883
24,223187,2176,2122,0
17,11902,159,4,42
22,236768,6535,495,647
20,13859,174,2,31
24,431406,10378,628,1025
25,8566,137,57,0
26,3012146,103676,1534,7761
26,490200,19610,386,3079
20,27424,430,15,363
1,971221,26433,748,1055
22,32163,64,68,228
24,1424598,54074,1848,4710
22,170521,9417,98,979
26,121547,4567,119,469
24,1791737,54656,9107,37482
10,30521,192,3,21
24,5287237,19796,2919,2275
26,554361,26838,262,3918
1,139502,311,5,222
20,39427,772,42,747
24,829736,3322,2391,999
22,999045,29142,616,6399
1,302662,12474,540,1384
23,431283,15079,351,1294
24,3101168,19954,773,6239
24,72611,139,12,79
22,5026861,110385,2363,12171
25,146716,400,458,1018
10,3666560,103510,5470,17971
22,88398,5540,68,1377
25,191453,4124,870,2821
25,143075,501,209,1727
10,518301,5845,290,413
26,422285,22594,249,3845
25,297912,5103,46,754
22,155529,6153,47,503
26,219942,17085,116,2668
1,574492,6854,128,1001
17,168294,1534,121,686
22,169567,10607,63,1109
15,4423,14,1,1
26,66561,2076,81,219
24,1003029,46851,816,5110
27,361668,19005,122,1128
22,44193,2398,48,504
22,379570,7277,88,336
26,17141,922,8,59
17,79278,2137,19,173
24,389343,16145,648,1686
26,64799,2682,92,511
1,49251,2667,117,547
24,176691,2678,76,0
22,1643721,196876,817,20294
10,37515,267,1,26
24,472673,6807,302,536
20,164418,8455,95,697
27,282517,13476,235,1461
10,301846,12304,332,1094
26,156890,10461,143,1203
20,1176315,24871,324,3580
24,178178,21441,87,2160
10,38815,1843,65,217
10,133633,1091,62,263
10,11479,114,3,18
26,294516,17027,285,1634
20,44064,2090,19,381
26,65950,2666,60,275
26,1738774,86544,1065,7331
24,1310057,49175,5122,5204
1,4480,10,1,1
29,11405,52,0,20
26,208351,6607,151,393
26,1079036,59445,604,3476
26,36422,1957,35,174
17,54597,203,4,52
20,3712190,157379,6294,6800
24,51566,3384,15,210
17,700959,6594,518,372
24,80831,6012,49,349
20,24469,214,5,8
25,79750,810,84,654
22,91901,521,22,182
25,1781035,8065,2134,3406
17,307070,5903,88,298
23,18744,1830,46,264
10,61930,4848,137,699
17,3922,164,1,12
27,528181,13681,471,1552
17,48324,212,14,192
2,682183,4031,727,306
24,829812,18104,1076,5788
10,17103567,510961,7471,21543
17,1652,0,0,0
26,5551822,191391,18105,20256
10,94145,2453,19,150
17,173097,6393,67,507
17,3375,110,2,24
17,48285,398,157,151
24,1429624,21306,1092,3202
1,368227,4926,373,1526
28,357451,13246,509,1302
24,259280,4836,69,205
24,640152,17172,263,2225
10,41959549,1502097,30036,104931
17,1020005,48113,635,1759
24,2278,40,1,3
15,193657,3562,120,520
24,1887621,136668,5483,23636
17,6069,64,9,67
28,402852,12353,468,1793
24,121465,410,12,78
10,198240,528,31,113
10,753796,51505,1018,5055
22,441996,17730,349,1624
22,485863,19840,397,2357
29,119431,274,62,8
17,68354,267,18,30
17,132372,863,877,495
1,812393,8917,216,1003
17,25668,167,17,43
25,51715,833,99,341
26,422907,21220,530,6711
22,4127885,157808,2031,7615
10,42486342,678389,13995,48429
23,642541,50546,2044,4125
10,3522790,83190,3130,6646
28,1266653,30128,2676,4163
10,4536443,298899,12046,24881
22,963827,17819,3230,0
10,226723,20366,59,1768
24,976036,27556,861,2401
25,615689,1204,435,1551
24,2165527,49772,4466,15358
24,716411,15802,982,6102
26,78516,6505,94,1016
22,75409,5368,81,894
1,320373,2498,144,0
10,4079439,198515,11430,21504
10,539931,40930,1249,3228
10,105776,3264,77,189
23,1680538,79873,810,20224
22,284569,11054,279,1279
10,5288444,537629,3059,59951
25,64237,358,139,910
10,1313821,96778,1555,9813
1,1132513,41112,269,1966
22,1538720,33110,1071,5084
23,4787872,59904,1247,3796
22,2471353,115101,1149,8206
22,169217,8851,124,648
22,514063,18922,1042,2429
26,86630,3891,96,511
17,180251,1967,70,290
26,564037,23233,447,2126
10,169622,14262,111,1022
26,85682,3891,65,357
17,254186,8442,366,309
24,712039,3202,143,582
22,188855,6463,419,671
24,238222,9559,169,991
26,62755,2466,71,329
23,1169747,35829,469,4710
24,136882,1582,39,116
22,81579,147,122,146
22,122743,8270,278,1987
22,70063,3058,77,404
26,69804,1896,88,325
22,23891,1832,26,408
28,2137698,22501,4440,6835
23,288594,6333,1612,1049
23,887511,36074,286,1734
23,1155429,48014,916,2990
22,454395,49935,168,3935
1,999134,11121,784,2211
10,3733990,247808,3871,24296
26,656697,22667,419,3212
24,301382,8188,63,261
23,436552,2755,334,836
22,322612,6528,1718,1400
10,1173233,64032,1667,3646
26,149030,5641,160,583
23,2845369,152485,1645,8941
24,5997233,366396,22885,39626
10,140396,9704,45,440
15,2161849,45013,917,7757
28,91494,3254,55,349
1,50627,482,17,188
26,323012,13860,520,2221
28,565953,31732,583,4296
26,590971,26539,585,3046
26,99052,4562,87,414
22,362703,30824,140,5376
28,4488542,34620,7120,12812
28,8443106,86006,15504,2381
26,208059,12670,173,1688
24,296175,14899,555,1540
10,225614,7364,128,461
22,87647,9892,81,676
17,2858059,48221,2123,7710
22,46374,6607,31,436
10,1390420,52421,822,2744
24,248677,16864,310,1488
1,1023116,52624,1196,2581
25,572673,15239,1848,2378
26,367150,11030,354,651
1,1584492,36839,1191,4421
10,3056926,116450,8996,7885
1,126230,1048,6,76
26,221250,11998,500,1481
26,68546,2501,79,223
24,2035314,36284,1486,4335
20,245888,7145,150,1309
26,87405,3301,271,508
28,702730,30460,762,3693
20,520296,15272,521,1868
10,718596,38537,1639,3602
1,1596463,37556,1143,6731
23,1118547,44534,736,3150
17,12910204,422882,8965,21513
22,1825263,81517,1065,4470
24,153017,898,153,452
20,211143,6046,227,1886
26,59716,3195,15,228
10,1553350,58276,788,4556
24,133423,244,489,416
24,76931,1561,19,175
1,2119829,82502,1996,4192
24,151954,316,63,272
24,36485,292,23,44
10,721980,86391,443,4578
24,602815,13357,203,510
26,679429,29583,872,2118
10,524890,14483,250,558
26,91018,4247,32,241
10,1199747,63190,694,3519
27,961630,24565,961,2753
1,3306407,11439,488,1748
10,47379,245,4,30
10,68015,11626,30,634
22,16565,1836,46,327
10,69631,1987,328,757
22,14850,146,35,81
24,446098,10480,638,1090
20,22138,592,19,242
17,12283,160,4,50
27,262755,13063,539,1255
24,237646,2348,2269,0
26,113560,7870,37,569
24,27722,803,25,145
24,519840,21284,485,1597
10,142197,9670,111,509
22,253051,6820,536,585
25,162673,471,511,1287
26,21831,1439,21,104
24,79305,150,14,78
17,99523,2001,102,838
20,30846,453,17,435
26,3304517,111608,1664,8363
26,536636,20794,419,3367
20,42830,799,44,802
24,1666770,58947,1989,5079
22,174960,9612,103,997
25,11194,149,65,0
24,847391,3371,2409,1026
1,986531,26725,759,1124
20,21964,185,2,37
26,593380,27948,283,3416
22,1084891,30372,660,5581
10,58927,360,3,35
10,670146,7035,336,510
10,3908505,110579,5810,19255
20,502408,27548,8341,10614
24,5521935,20493,3057,2473
24,1811695,54889,9218,37639
10,209125,16838,410,2123
22,34699,68,68,179
27,369291,19276,125,874
22,5189738,112564,2447,12560
22,90031,5621,68,1409
26,228946,17504,120,2399
25,193761,4142,874,2821
26,461958,23579,262,3626
1,596413,6997,138,1078
24,3228546,20684,806,6524
17,83352,2208,20,144
1,140601,313,6,184
17,179839,1599,121,584
26,513419,37319,284,2575
25,466862,8145,74,1094
22,162308,6351,47,521
15,5271,24,2,3
24,399859,16526,654,1774
26,70544,2845,96,554
24,1495741,61167,1245,6120
22,37838,118,4,8
26,18149,955,8,45
1,51287,2714,120,430
22,398188,7578,88,369
20,183702,8817,98,727
24,183893,2749,76,0
17,978732,2696,78,725
22,1676941,199329,827,20462
24,483878,6864,306,440
10,327306,12975,343,1188
26,161741,10624,146,1261
27,303834,14133,258,1551
24,184723,21972,89,1911
20,49664,2208,20,303
10,13281,130,3,19
24,1392850,51383,5449,5436
10,136608,1105,62,276
26,1792986,88029,1090,7328
1,6945,16,1,1
29,11637,54,0,19
26,216646,6779,156,430
26,38261,2007,37,173
10,41576,1923,69,219
17,317307,5983,89,290
26,1112617,60270,612,3580
17,4874,172,1,0
17,54889,203,4,101
20,3797928,158760,6374,6843
24,82372,6095,49,350
24,52158,3413,16,209
17,706428,6634,523,377
20,25634,229,5,8
22,93106,525,22,184
25,80080,811,84,656
23,20442,1870,48,258
10,66845,5118,142,656
27,535746,13789,477,1555
25,923240,2158,842,2324
24,3308603,61904,6165,19373
24,410554,34871,312,3111
26,169101,9519,203,1442
24,1214081,22986,1435,8195
1,46997,162,24,8
24,1367471,69538,869,11670
24,883631,8847,833,1123
10,630265,33841,457,2182
22,1913354,129734,4309,15167
28,428136,14200,604,2336
10,10944543,333469,22685,31858
1,697385,3302,351,0
10,923053,51919,1789,3947
26,1715858,96449,1271,8973
1,124327,3231,205,393
17,16673,109,55,330
10,192888,5026,139,318
22,31927,2094,27,115
24,36381,353,19,97
22,37960,1555,40,138
24,794308,36054,693,4680
22,49149,2132,47,352
17,3635,94,8,27
22,309703,11458,285,1361
25,83906,422,188,1149
23,1968298,86210,910,21538
17,673896,3294,247,393
22,184411,11559,475,1415
1,1570154,48976,338,2222
26,430729,20603,230,3756
10,8092992,654224,4749,73710
23,888653,13329,4296,2607
26,142510,9380,134,1424
22,33720,2275,44,479
24,1101130,4655,201,558
22,146365,7248,131,1210
10,1733462,108812,1883,10698
22,668168,21169,1443,2311
24,351831,11515,288,1193
22,3150013,131964,1511,9155
10,116241,507,11,108
26,104553,4390,110,597
22,203117,10895,460,2545
26,99106,4353,78,362
23,5762348,68932,1424,4043
17,189473,2015,73,146
22,92135,165,143,197
26,76164,2838,83,285
1,56633,601,3,83
10,93114,1070,5,81
24,175751,1877,42,140
26,674344,26025,547,2342
26,81668,2095,103,378
22,31913,2573,14,560
17,20878,266,4,115
23,1275732,37493,503,3601
24,446859,10441,93,355
17,286064,8837,406,315
22,228082,7111,548,742
22,1880966,37113,1235,4211
1,116817,411,11,106
28,2237809,23183,4577,6973
28,174973,4720,100,542
23,1040702,41671,320,1708
22,558988,56447,203,4159
10,5743857,108710,2180,5849
25,47906,358,58,438
22,195256,9450,142,671
10,4272766,259500,4137,19035
10,174169,11308,54,498
1,1088162,12106,868,1789
26,78907,3688,151,667
10,1560453,74601,1996,3552
23,1213659,49375,937,3003
22,6444,7,26,17
23,559269,3332,411,635
26,717397,23899,442,3329
28,722622,35817,730,4923
24,2142939,75357,1695,8481
1,42929,6640,17,752
22,362609,7037,1853,1573
26,163136,5999,171,491
15,2333091,46798,954,5702
24,332897,16174,613,1378
10,256804,7821,141,366
22,135115,12921,125,805
26,394413,15785,590,2065
24,6108995,369960,23206,38850
23,3037043,157871,1779,9107
17,2331,101,0,34
1,170208,1305,8,85
26,648074,28201,626,3133
10,547781,30162,1175,3414
17,23907,601,14,63
26,108987,4855,97,374
22,432274,32792,160,4534
28,4633097,35110,7231,12823
26,64637,165,25,20
10,1725988,58874,967,2894
1,1326308,60048,1488,2269
17,2963359,48973,2173,7835
26,397928,11689,378,345
24,261318,17396,318,1276
1,51725,485,17,176
20,291155,7519,163,1398
10,126103,15922,53,809
1,1640351,38241,1160,6931
10,107323,4757,35,560
23,68071,639,13,223
10,194946,21601,369,2833
10,53659,258,4,32
25,614701,16028,1911,1660
10,3501122,123552,9635,8211
1,1644818,37538,1218,4278
26,245466,12719,537,1506
20,718952,18342,668,2121
28,868727,35003,944,3751
26,96935,3537,291,589
24,2259132,38692,1573,4566
24,110540,726,38,49
